"Choose the antonym for 'attribute'.","[""absolve"",""succumb"",""temperate"",""arrogance""]","absolve","ant","attribute"
"Choose the antonym for 'audacity'.","[""abundance"",""kindle"",""caution"",""impede""]","caution","ant","audacity"
"Choose the antonym for 'audition'.","[""dilate"",""commit"",""convenience"",""rejection""]","rejection","ant","audition"
"Choose the antonym for 'augment'.","[""vain"",""component"",""scowl"",""diminish""]","diminish","ant","augment"
"Choose the antonym for 'autonomous'.","[""dependent"",""besiege"",""apprehend"",""covert""]","dependent","ant","autonomous"
"Choose the antonym for 'aversion'.","[""pretentious"",""liking"",""programme"",""evidence""]","liking","ant","aversion"
"Choose the antonym for 'avoid'.","[""aspire"",""face"",""strenuous"",""yacht""]","face","ant","avoid"
"Choose the antonym for 'awe'.","[""characterisation"",""diplomatic"",""aspire"",""contempt""]","contempt","ant","awe"
"Choose the antonym for 'awry'.","[""ardour"",""straight"",""indulgent"",""dais""]","straight","ant","awry"
"Choose the antonym for 'axiom'.","[""fallacy"",""besieged"",""refrain"",""equine""]","fallacy","ant","axiom"
"Choose the antonym for 'baleful'.","[""turbulent"",""kindly"",""lenient"",""veteran""]","kindly","ant","baleful"
"Choose the antonym for 'balk'.","[""accept"",""scatter"",""bemuse"",""analogy""]","accept","ant","balk"
"Choose the antonym for 'banal'.","[""original"",""commit"",""fragrant"",""affront""]","original","ant","banal"
"Choose the antonym for 'bane'.","[""boon"",""imitate"",""sporadically"",""thwart""]","boon","ant","bane"
"Choose the antonym for 'barbarian'.","[""accommodate"",""sole"",""civilised"",""bargain""]","civilised","ant","barbarian"
"Choose the antonym for 'barricade'.","[""crease"",""recommend"",""sequence"",""passage""]","passage","ant","barricade"
"Choose the antonym for 'belies'.","[""cavorting"",""tease"",""proves"",""chaos""]","proves","ant","belies"
"Choose the antonym for 'belittle'.","[""vex"",""compliment"",""justify"",""midst""]","compliment","ant","belittle"
"Choose the antonym for 'bellicose'.","[""collaborate"",""irate"",""peaceful"",""peckish""]","peaceful","ant","bellicose"
"Choose the antonym for 'bemoan'.","[""obscene"",""articulate"",""relish"",""personification""]","relish","ant","bemoan"
"Choose the antonym for 'bemuse'.","[""imperative"",""economical"",""destitute"",""clarify""]","clarify","ant","bemuse"
"Choose the antonym for 'benefit'.","[""biodiversity"",""empire"",""tempest"",""downside""]","downside","ant","benefit"
"Choose the antonym for 'benevolent'.","[""elementary"",""resonate"",""mean"",""berate""]","mean","ant","benevolent"
"Choose the antonym for 'benign'.","[""matte"",""harmful"",""thrive"",""naive""]","harmful","ant","benign"
"Choose the antonym for 'bequeath'.","[""antiquated"",""seize"",""charitable"",""pompous""]","seize","ant","bequeath"
"Choose the antonym for 'bereft'.","[""occur"",""vital"",""endowed"",""unkempt""]","endowed","ant","bereft"
"Choose the antonym for 'besiege'.","[""withdraw"",""fringe"",""tally"",""whine""]","withdraw","ant","besiege"
"Choose the antonym for 'betray'.","[""harass"",""loyal"",""imperious"",""decrepit""]","loyal","ant","betray"
"Choose the antonym for 'biased'.","[""impartial"",""guarantee"",""rivet"",""poise""]","impartial","ant","biased"
"Choose the antonym for 'bickering'.","[""agreeing"",""offend"",""awkward"",""affluence""]","agreeing","ant","bickering"
"Choose the antonym for 'biodiversity'.","[""regal"",""uniformity"",""acrimonious"",""obsolete""]","uniformity","ant","biodiversity"
"Choose the antonym for 'bipartisan'.","[""clench"",""besiege"",""agitated"",""one-party""]","one-party","ant","bipartisan"
"Choose the antonym for 'blasphemy'.","[""majestic"",""irritate"",""pristine"",""reverence""]","reverence","ant","blasphemy"
"Choose the antonym for 'bleak'.","[""oodles"",""cheerful"",""penetrate"",""factual""]","cheerful","ant","bleak"
"Choose the antonym for 'blissful'.","[""characterisation"",""permeate"",""wretched"",""architecture""]","wretched","ant","blissful"
"Choose the antonym for 'boisterous'.","[""especially"",""belligerent"",""deliberate"",""subdued""]","subdued","ant","boisterous"
"Choose the antonym for 'bolster'.","[""poetry"",""diminish"",""feeble"",""murine""]","diminish","ant","bolster"
"Choose the antonym for 'boon'.","[""parliament"",""substantial"",""hindrance"",""concede""]","hindrance","ant","boon"
"Choose the antonym for 'braggart'.","[""abandon"",""tease"",""modest"",""characterisation""]","modest","ant","braggart"
"Choose the antonym for 'brawn'.","[""perish"",""covert"",""weakness"",""enrapt""]","weakness","ant","brawn"
"Choose the antonym for 'brazen'.","[""shy"",""hygienic"",""forfeit"",""crooked""]","shy","ant","brazen"
"Choose the antonym for 'breach'.","[""disarray"",""obedience"",""rectify"",""uniform""]","obedience","ant","breach"
"Choose the antonym for 'breadth'.","[""subdued"",""bolster"",""narrowness"",""howl""]","narrowness","ant","breadth"
"Choose the antonym for 'brevity'.","[""collude"",""verbosity"",""disperse"",""comprehensive""]","verbosity","ant","brevity"
"Choose the antonym for 'brief'.","[""long"",""aptitude"",""wane"",""candidate""]","long","ant","brief"
"Choose the antonym for 'brisk'.","[""godsend"",""sluggish"",""humid"",""forthwith""]","sluggish","ant","brisk"
"Choose the antonym for 'brooding'.","[""regal"",""froth"",""carefree"",""veto""]","carefree","ant","brooding"
"Choose the antonym for 'bulky'.","[""pious"",""negligible"",""lean"",""compact""]","compact","ant","bulky"
"Choose the antonym for 'burden'.","[""relief"",""category"",""deceive"",""doltish""]","relief","ant","burden"
"Choose the antonym for 'burgeon'.","[""wither"",""parliament"",""abstract"",""coil""]","wither","ant","burgeon"
"Choose the antonym for 'bustling'.","[""sequence"",""jovial"",""deserted"",""affable""]","deserted","ant","bustling"
"Choose the antonym for 'buttress'.","[""absolute"",""trinket"",""destruction"",""frequently""]","destruction","ant","buttress"
"Choose the antonym for 'cache'.","[""trinket"",""dictionary"",""absence"",""inept""]","absence","ant","cache"
"Choose the antonym for 'cacophony'.","[""crack up"",""thrive"",""silence"",""breach""]","silence","ant","cacophony"
"Choose the antonym for 'cajole'.","[""threaten"",""ramble"",""deliberate"",""attempt""]","threaten","ant","cajole"
"Choose the antonym for 'callow'.","[""stern"",""abhorrent"",""shrewd"",""repent""]","shrewd","ant","callow"
"Choose the antonym for 'calm'.","[""pioneer"",""simile"",""awry"",""agitated""]","agitated","ant","calm"
"Choose the antonym for 'campaign'.","[""felicitous"",""argument"",""opposition"",""prose""]","opposition","ant","campaign"
"Choose the antonym for 'candidate'.","[""enmity"",""loser"",""hawk"",""polarity""]","loser","ant","candidate"
"Choose the antonym for 'candour'.","[""deceit"",""memoir"",""solace"",""abstain""]","deceit","ant","candour"
"Choose the antonym for 'canopy'.","[""exposure"",""snicker"",""accumulate"",""meticulous""]","exposure","ant","canopy"
"Choose the antonym for 'cantankerous'.","[""structure"",""excellent"",""placid"",""brawn""]","placid","ant","cantankerous"
"Choose the antonym for 'capricious'.","[""altitude"",""disclose"",""consistent"",""subdued""]","consistent","ant","capricious"
"Choose the antonym for 'careering'.","[""appeal"",""biodiversity"",""crawling"",""characterisation""]","crawling","ant","careering"
"Choose the antonym for 'caricature'.","[""tone"",""apathy"",""exorbitant"",""portrait""]","portrait","ant","caricature"
"Choose the antonym for 'catastrophe'.","[""acrid"",""wavy"",""triumph"",""insignificant""]","triumph","ant","catastrophe"
"Choose the antonym for 'cathartic'.","[""oblivious"",""stifling"",""accolade"",""adversity""]","stifling","ant","cathartic"
"Choose the antonym for 'caution'.","[""secretary"",""boldness"",""covert"",""ample""]","boldness","ant","caution"
"Choose the antonym for 'cavorting'.","[""abridge"",""commemorate"",""salient"",""trudging""]","trudging","ant","cavorting"
"Choose the antonym for 'cease'.","[""threadbare"",""attempt"",""foam"",""start""]","start","ant","cease"
"Choose the antonym for 'cerebral'.","[""physical"",""ascend"",""permeate"",""foil""]","physical","ant","cerebral"
"Choose the antonym for 'certitude'.","[""wither"",""doubt"",""grime"",""pensive""]","doubt","ant","certitude"
"Choose the antonym for 'chameleon'.","[""adherent"",""anagram"",""steadfast"",""discordant""]","steadfast","ant","chameleon"
"Choose the antonym for 'chaos'.","[""order"",""whisper"",""persuade"",""dopey""]","order","ant","chaos"
"Choose the antonym for 'charismatic'.","[""sagacious"",""merchant"",""dull"",""contrast""]","dull","ant","charismatic"
"Choose the antonym for 'charitable'.","[""impudent"",""mean"",""thwart"",""berate""]","mean","ant","charitable"
"Choose the antonym for 'charlatan'.","[""justify"",""barren"",""sincere"",""tone""]","sincere","ant","charlatan"
"Choose the antonym for 'charming'.","[""loathsome"",""dull"",""jaded"",""vapour""]","dull","ant","charming"
"Choose the antonym for 'chasm'.","[""wreck"",""evaluate"",""ridge"",""thrifty""]","ridge","ant","chasm"
"Choose the antonym for 'chastised'.","[""praised"",""insignificant"",""according"",""ambiguous""]","praised","ant","chastised"
"Choose the antonym for 'cherished'.","[""drought"",""neglected"",""vex"",""innocuous""]","neglected","ant","cherished"
"Choose the antonym for 'chicanery'.","[""tedious"",""urge"",""candour"",""obsolete""]","candour","ant","chicanery"
"Choose the antonym for 'citizen'.","[""foreigner"",""vicious"",""blunt"",""commemorate""]","foreigner","ant","citizen"
"Choose the antonym for 'clandestine'.","[""insignia"",""subdued"",""public"",""perceive""]","public","ant","clandestine"
"Choose the antonym for 'clement'.","[""system"",""antidote"",""severe"",""adversary""]","severe","ant","clement"
"Choose the antonym for 'clench'.","[""cacophony"",""startle"",""artefact"",""release""]","release","ant","clench"
"Choose the antonym for 'cliché'.","[""original"",""sporadically"",""address"",""interfere""]","original","ant","cliché"
"Choose the antonym for 'clutter'.","[""adjourn"",""order"",""commercial"",""toil""]","order","ant","clutter"
"Choose the antonym for 'coarse'.","[""brisk"",""smooth"",""impudent"",""aspiration""]","smooth","ant","coarse"
"Choose the antonym for 'coerce'.","[""inhabitants"",""coax"",""temperature"",""smirk""]","coax","ant","coerce"
"Choose the antonym for 'coherent'.","[""abate"",""populous"",""chaotic"",""subterranean""]","chaotic","ant","coherent"
"Choose the antonym for 'cohesive'.","[""divided"",""besieged"",""linger"",""dingy""]","divided","ant","cohesive"
"Choose the antonym for 'coincide'.","[""aspiration"",""belligerent"",""contrast"",""truce""]","contrast","ant","coincide"
"Choose the antonym for 'collaborate'.","[""hinder"",""comparison"",""compel"",""attempt""]","hinder","ant","collaborate"
"Choose the antonym for 'collide'.","[""lupine"",""autonomous"",""avoid"",""boldness""]","avoid","ant","collide"
"Choose the antonym for 'colloquial'.","[""opportunity"",""formal"",""belittle"",""stalwart""]","formal","ant","colloquial"
"Choose the antonym for 'collude'.","[""antiquity"",""available"",""thwart"",""sermon""]","thwart","ant","collude"
"Choose the antonym for 'combat'.","[""support"",""anxious"",""innocuous"",""appease""]","support","ant","combat"
"Choose the antonym for 'combination'.","[""savage"",""froth"",""lenient"",""isolation""]","isolation","ant","combination"
"Choose the antonym for 'comforting'.","[""upsetting"",""solace"",""altruistic"",""wretched""]","upsetting","ant","comforting"
"Choose the antonym for 'comical'.","[""serious"",""condemn"",""complacent"",""conceive""]","serious","ant","comical"
"Choose the antonym for 'commemorate'.","[""aesthetic"",""forget"",""comprehend"",""apathy""]","forget","ant","commemorate"
"Choose the antonym for 'commendable'.","[""sole"",""blameworthy"",""toil"",""equip""]","blameworthy","ant","commendable"
"Choose the antonym for 'commercial'.","[""pigment"",""impale"",""free"",""unsurpassed""]","free","ant","commercial"
"Choose the antonym for 'commit'.","[""structure"",""abandon"",""jury"",""boisterous""]","abandon","ant","commit"
"Choose the antonym for 'commotion'.","[""censure"",""buttress"",""altruistic"",""calm""]","calm","ant","commotion"
"Choose the antonym for 'companion'.","[""assertive"",""relevant"",""stranger"",""appetising""]","stranger","ant","companion"
"Choose the antonym for 'company'.","[""lenient"",""scurry"",""bleak"",""competitor""]","competitor","ant","company"
"Choose the antonym for 'compel'.","[""boisterous"",""whimper"",""allow"",""demure""]","allow","ant","compel"
"Choose the antonym for 'compile'.","[""tint"",""scatter"",""antidote"",""artful""]","scatter","ant","compile"
"Choose the antonym for 'complacent'.","[""authentic"",""tempest"",""alert"",""linger""]","alert","ant","complacent"
"Choose the antonym for 'complaisant'.","[""fickle"",""outspoken"",""appreciate"",""evade""]","outspoken","ant","complaisant"
"Choose the antonym for 'complex'.","[""simple"",""thrifty"",""congregate"",""abate""]","simple","ant","complex"
"Choose the antonym for 'complicity'.","[""lout"",""brawn"",""solitary"",""innocence""]","innocence","ant","complicity"
"Choose the antonym for 'component'.","[""imbecile"",""ajar"",""sole"",""whole""]","whole","ant","component"
"Choose the antonym for 'composed'.","[""agitated"",""trivia"",""dispute"",""abrasive""]","agitated","ant","composed"
"Choose the antonym for 'composure'.","[""forgo"",""panic"",""acclaim"",""pretence""]","panic","ant","composure"
"Choose the antonym for 'comprehend'.","[""mellow"",""famished"",""superfluous"",""ignore""]","ignore","ant","comprehend"
"Choose the antonym for 'conceive'.","[""ostentatious"",""potent"",""ignore"",""disarray""]","ignore","ant","conceive"
"Choose the antonym for 'concentrated'.","[""scattered"",""abstain"",""chortle"",""calm""]","scattered","ant","concentrated"
"Choose the antonym for 'concerted'.","[""adulation"",""capricious"",""purloin"",""individual""]","individual","ant","concerted"
"Choose the antonym for 'conciliatory'.","[""abhor"",""intricate"",""aggressive"",""criticism""]","aggressive","ant","conciliatory"
"Choose the antonym for 'concise'.","[""wordy"",""forfeit"",""conciliatory"",""resonate""]","wordy","ant","concise"
"Choose the antonym for 'conclude'.","[""factual"",""start"",""admirable"",""aperture""]","start","ant","conclude"
"Choose the antonym for 'conclusive'.","[""fraudulent"",""thwart"",""candid"",""doubtful""]","doubtful","ant","conclusive"
"Choose the antonym for 'concoct'.","[""deplete"",""reveal"",""summit"",""combat""]","reveal","ant","concoct"
"Choose the antonym for 'condescension'.","[""diverse"",""certitude"",""appease"",""humility""]","humility","ant","condescension"
"Choose the antonym for 'condone'.","[""condemn"",""dishevelled"",""impale"",""caution""]","condemn","ant","condone"
"Choose the antonym for 'conducive'.","[""besiege"",""gluttonous"",""detrimental"",""vital""]","detrimental","ant","conducive"
