word,def,syn,ant,example
dispense,To hand out or make something available to people,distribute; provide; administer,withhold; hoard; retain,Volunteers at the fair dispense sweets and free programmes to visitors while the school band plays on the stage behind.
disputatious,Enjoying argument and always wanting to disagree,argumentative; contentious; combative,agreeable; placid; amenable,"Our new neighbour is so disputatious that he argued with the postman about a garden fence, then with the milkman about a bottle."
disseminate,To spread information to a wide audience,broadcast; circulate; publish,conceal; suppress; hide,"Head teachers often disseminate the new uniform guidelines by email, on the noticeboard and in a letter to every family."
dissent,Disagreement with an accepted opinion or official decision,disagreement; protest; objection,approval; unanimity; support,"Two governors recorded their dissent from the proposal, arguing that the new parking charges would harm local small businesses."
dissipate,To make something gradually spread out and disappear,disperse; scatter; evaporate,gather; accumulate; concentrate,"Bright sunlight can dissipate the smell of burnt toast, so Mum opened every window in the kitchen."
dissonance,"A harsh, unpleasant mixture of clashing sounds or ideas",discord; clash; discordance,harmony; consonance; accord,"The music teacher asked the class why the two scales sounded so different, and then tapped out their dissonance on the piano."
dissuade,To persuade somebody not to do something,deter; discourage; prevent,encourage; persuade; spur,"Ms Iqbal tried to dissuade Reece from skipping revision, showing him how many marks he had lost in past papers."
distant,Very far away in space or time,far-off; remote; faraway,close; near; nearby,"On clear winter mornings you can see distant hills from our classroom window, and my grandfather remembers them well."
distasteful,Unpleasant and making you dislike something,unpleasant; repulsive; disagreeable,pleasant; appetising; appealing,"The new cafe's strange smelling soup tasted distasteful to me, so I ate the crisps and drank the water instead."
distinct,Clearly separate and different from other things,clear; separate; obvious,vague; blurred; muddled,"There was a distinct difference between her two drawings, and the marker praised the way she had shaded the sky."
distinguished,Respected and admired because of ability or achievement,eminent; renowned; acclaimed,unknown; ordinary; unremarkable,"Our head teacher is a distinguished scientist, yet she still takes the time to talk to every class each morning."
distraction,Something that takes your attention away from your task,interruption; diversion; disturbance,concentration; focus; attention,"With the television blaring in the next room, Tomas found it almost impossible to finish his history homework without a distraction."
disturbing,Causing worry or upset because something seems wrong,unsettling; troubling; worrying,comforting; calming; reassuring,"A strange noise behind the shed was disturbing, so we hurried back into the house and rang Dad at work."
disused,"No longer being used, though still in place",abandoned; unused; redundant,active; operational; functioning,"Behind the gym stands a disused changing room, and the caretaker says it will become a quiet reading space next year."
divergent,Going in different directions so that things no longer match,differing; opposite; diverging,convergent; parallel; matched,"The two groups took divergent paths after the debate, one towards science club and the other towards the newspaper."
